categories,description,hauteur,largeur,longueur,name,poids,prix,sku,stock,tags,url
handstand,"Hitmontop spins on its head at high speed, all the while delivering kicks. This technique is a remarkable mix of both offense and defense at the same time. The Pokémon travels faster spinning than it does walking.",4,4,4,Hitmontop,105.8,149.0,3340,47,handstand,https://scrapeme.live/shop/Hitmontop/
pokemon,"Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods.",2,2,2,Tyrogue,46.3,145.0,7594,76,guts,https://scrapeme.live/shop/Tyrogue/
armor,"If Donphan were to tackle with its hard body, even a house could be destroyed. Using its massive strength, the Pokémon helps clear rock and mud slides that block mountain trails.",3,3,3,Donphan,264.6,89.0,3134,197,armor,https://scrapeme.live/shop/Donphan/
electric,"Elekid stores electricity in its body. If it touches metal and accidentally discharges all its built-up electricity, this Pokémon begins swinging its arms in circles to recharge itself.",2,2,2,Elekid,51.8,104.0,5157,131,electric,https://scrapeme.live/shop/Elekid/
long nose,"Phanpy uses its long nose to shower itself. When others gather around, they thoroughly douse each other with water. These Pokémon can be seen drying their soaking-wet bodies at the edge of water.",1,1,1,Phanpy,73.9,129.0,7852,120,long nose,https://scrapeme.live/shop/Phanpy/
pokemon,Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokémon’s cry is very loud and distracting.,2,2,2,Combusken,43.0,68.0,9912,257,blaze,https://scrapeme.live/shop/Combusken/
chick,Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.,1,1,1,Torchic,5.5,28.0,5952,290,blaze,https://scrapeme.live/shop/Torchic/
forest,Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care.,5,5,5,Sceptile,115.1,37.0,4619,159,forest,https://scrapeme.live/shop/Sceptile/
pokemon,"This Pokémon adeptly flies from branch to branch in trees. In a forest, no Pokémon can ever hope to catch a fleeing Grovyle however fast they may be.",2,2,2,Grovyle,47.6,190.0,9191,195,grovyle,https://scrapeme.live/shop/Grovyle/
bite,Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokémon to obey only those Trainers that it recognizes to possess superior skill.,3,3,3,Mightyena,81.6,175.0,4220,173,bite,https://scrapeme.live/shop/Mightyena/
bite,Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokémon tries to intimidate its foes by making the hair on its tail bristle out.,1,1,1,Poochyena,30.0,130.0,4801,265,bite,https://scrapeme.live/shop/Poochyena/
mud fish,"Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself.",4,4,4,Swampert,180.6,144.0,9105,113,mud fish,https://scrapeme.live/shop/Swampert/
mud fish,"Marshtomp is much faster at traveling through mud than it is at swimming. This Pokémon’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs.",2,2,2,Marshtomp,61.7,152.0,6721,258,marshtomp,https://scrapeme.live/shop/Marshtomp/
mud fish,"In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself.",1,1,1,Mudkip,16.8,140.0,5363,193,mud fish,https://scrapeme.live/shop/Mudkip/
blaze,Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,6,6,6,Blaziken,114.6,40.0,7662,139,blaze,https://scrapeme.live/shop/Blaziken/
pokemon,"Treecko is cool, calm, and collected—it never panics under any situation. If a bigger foe were to glare at this Pokémon, it would glare right back without conceding an inch of ground.",1,1,1,Treecko,11.0,96.0,4817,93,overgrow,https://scrapeme.live/shop/Treecko/
pokemon,"This Pokémon came from the future by crossing over time. It is thought that so long as Celebi appears, a bright and shining future awaits us.",2,2,2,Celebi,11.0,111.0,1144,154,celebi,https://scrapeme.live/shop/Celebi/
pokemon,Ho-Oh’s feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokémon is said to live at the foot of a rainbow.,,,,Ho-oh,438.7,91.0,2198,228,ho-oh,https://scrapeme.live/shop/Ho-oh/
diving,"Lugia’s wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea.",,,,Lugia,476.2,86.0,2564,57,diving,https://scrapeme.live/shop/Lugia/
armor,"Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight.",6,6,6,Tyranitar,445.3,190.0,8144,86,armor,https://scrapeme.live/shop/Tyranitar/
hard shell,Pupitar creates a gas inside its body that it compresses and forcefully ejects to propel itself like a jet. The body is very durable—it avoids damage even if it hits solid steel.,3,3,3,Pupitar,335.1,114.0,4140,221,hard shell,https://scrapeme.live/shop/Pupitar/
pokemon,"When hunting, Linoone will make a beeline straight for the prey at a full run. While this Pokémon is capable of topping 60 mph, it has to come to a screeching halt before it can turn.",1,1,1,Linoone,71.6,81.0,5845,24,linoone,https://scrapeme.live/shop/Linoone/
pokemon,The hair on Zigzagoon’s back is bristly. It rubs the hard back hair against trees to leave its territorial markings. This Pokémon may play dead to fool foes in battle.,1,1,1,Zigzagoon,38.6,83.0,5175,281,pickup,https://scrapeme.live/shop/Zigzagoon/
pokemon,This Pokémon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleaf’s flute strikes fear and uncertainty in the hearts of people lost in a forest.,3,3,3,Nuzleaf,61.7,26.0,3835,216,chlorophyll,https://scrapeme.live/shop/Nuzleaf/
carefree,"Upon hearing an upbeat and cheerful rhythm, the cells in Ludicolo’s body become very energetic and active. Even in battle, this Pokémon will exhibit an amazing amount of power.",4,4,4,Ludicolo,121.3,189.0,6718,181,carefree,https://scrapeme.live/shop/Ludicolo/
acorn,Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokémon by suddenly moving. This Pokémon polishes its body once a day using leaves.,1,1,1,Seedot,8.8,26.0,8692,28,acorn,https://scrapeme.live/shop/Seedot/
pokemon,Wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. This Pokémon’s long beak is useful for catching prey.,2,2,2,Wingull,20.9,153.0,4325,41,keen eye,https://scrapeme.live/shop/Wingull/
pokemon,"Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings.",2,2,2,Swellow,43.7,88.0,6736,257,guts,https://scrapeme.live/shop/Swellow/
pokemon,"Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests.",1,1,1,Taillow,5.1,85.0,5591,204,guts,https://scrapeme.live/shop/Taillow/
pokemon,Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests.,4,4,4,Shiftry,131.4,157.0,6957,232,chlorophyll,https://scrapeme.live/shop/Shiftry/
jolly,"Lombre’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this Pokémon’s hands. Lombre is often mistaken for a human child.",3,3,3,Lombre,71.6,79.0,9674,203,jolly,https://scrapeme.live/shop/Lombre/
pokemon,"Lotad is said to have dwelled on land before. However, this Pokémon is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water.",1,1,1,Lotad,5.7,161.0,5098,187,lotad,https://scrapeme.live/shop/Lotad/
poison moth,"When Dustox flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokémon searches for food using its antennae like radar.",3,3,3,Dustox,69.7,91.0,4491,23,dustox,https://scrapeme.live/shop/Dustox/
cocoon,"If it is attacked, Cascoon remains motionless however badly it may be hurt. It does so because if it were to move, its body would be weak upon evolution. This Pokémon will also not forget the pain it endured.",2,2,2,Cascoon,25.4,166.0,3702,122,cascoon,https://scrapeme.live/shop/Cascoon/
butterfly,"Beautifly has a long mouth like a coiled needle, which is very convenient for collecting pollen from flowers. This Pokémon rides the spring winds as it flits around gathering pollen.",3,3,3,Beautifly,62.6,145.0,4100,42,beautifly,https://scrapeme.live/shop/Beautifly/
pokemon,Wurmple is targeted by Swellow as prey. This Pokémon will try to resist by pointing the spikes on its rear at the attacking predator. It will weaken the foe by leaking poison from the spikes.,1,1,1,Wurmple,7.9,195.0,4841,34,shield dust,https://scrapeme.live/shop/Wurmple/
cocoon,"Silcoon was thought to endure hunger and not consume anything before its evolution. However, it is now thought that this Pokémon slakes its thirst by drinking rainwater that collects on its silk.",2,2,2,Silcoon,22.0,80.0,4018,86,cocoon,https://scrapeme.live/shop/Silcoon/
mushroom,"If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt.",1,1,1,Shroomish,9.9,31.0,8176,160,effect spore,https://scrapeme.live/shop/Shroomish/
eyeball,"Masquerain’s antennas have eyelike patterns that usually give it an angry look. If the “eyes” are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way.",2,2,2,Masquerain,7.9,39.0,4576,99,eyeball,https://scrapeme.live/shop/Masquerain/
pokemon,"If Surskit senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some Pokémon that love eating this syrup.",1,1,1,Surskit,3.7,112.0,4453,41,pond skater,https://scrapeme.live/shop/Surskit/
embrace,Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokémon will try to protect its Trainer even at the risk of its own life.,5,5,5,Gardevoir,106.7,34.0,8609,178,embrace,https://scrapeme.live/shop/Gardevoir/
emotion,"Kirlia uses the horns on its head to amplify its psychokinetic power. When the Pokémon uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery.",2,2,2,Kirlia,44.5,186.0,1243,148,emotion,https://scrapeme.live/shop/Kirlia/
feeling,"Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood, this Pokémon grows cheerful and joyous in the same way.",1,1,1,Ralts,14.6,151.0,1217,35,feeling,https://scrapeme.live/shop/Ralts/
big voice,"Loudred shouts while stamping its feet. After it finishes shouting, this Pokémon becomes incapable of hearing anything for a while. This is considered to be a weak point.",3,3,3,Loudred,89.3,145.0,8065,95,big voice,https://scrapeme.live/shop/Loudred/
pokemon,"Whismur is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the Pokémon goes to sleep, all tired out.",2,2,2,Whismur,35.9,137.0,1446,216,soundproof,https://scrapeme.live/shop/Whismur/
pokemon,Shedinja is a peculiar Pokémon. It seems to appear unsought in a Poké Ball after a Nincada evolves. This bizarre Pokémon is entirely immobile—it doesn’t even breathe.,2,2,2,Shedinja,2.6,128.0,2572,152,shed,https://scrapeme.live/shop/Shedinja/
ninja,"If Ninjask is not trained properly, it will refuse to obey the Trainer and cry loudly continuously. Because of this quality, this Pokémon is said to be one that puts the Trainer’s abilities to the test.",2,2,2,Ninjask,26.5,161.0,5002,276,ninja,https://scrapeme.live/shop/Ninjask/
pokemon,Nincada lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This Pokémon can’t withstand bright sunlight so avoids it.,1,1,1,Nincada,12.1,38.0,4001,239,compound eyes,https://scrapeme.live/shop/Nincada/
lazy,"Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground.",6,6,6,Slaking,287.7,119.0,3413,145,lazy,https://scrapeme.live/shop/Slaking/
pokemon,"Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down.",4,4,4,Vigoroth,102.5,25.0,9710,299,vigoroth,https://scrapeme.live/shop/Vigoroth/
pokemon,"Slakoth’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion.",2,2,2,Slakoth,52.9,69.0,6989,300,slacker,https://scrapeme.live/shop/Slakoth/
mushroom,The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble.,3,3,3,Breloom,86.4,113.0,7305,250,breloom,https://scrapeme.live/shop/Breloom/
pokemon,"Pelipper searches for food while in flight by skimming the wave tops. This Pokémon dips its large bill in the sea to scoop up food, then swallows everything in one big gulp.",3,3,3,Pelipper,61.7,158.0,2276,296,keen eye,https://scrapeme.live/shop/Pelipper/
pokemon,"Delcatty sleeps anywhere it wants without keeping a permanent nest. If other Pokémon approach it as it sleeps, this Pokémon will never fight—it will just move away somewhere else.",3,3,3,Delcatty,71.9,170.0,3487,148,cute charm,https://scrapeme.live/shop/Delcatty/
kitten,"Skitty is known to chase around playfully after its own tail. In the wild, this Pokémon lives in holes in the trees of forests. It is very popular as a pet because of its adorable looks.",2,2,2,Skitty,24.3,156.0,7257,27,cute charm,https://scrapeme.live/shop/Skitty/
compass,"Nosepass had been said to be completely unmoving, with its magnetic nose pointed due north. However, close observation has revealed that the Pokémon actually moves by a little over 3/8 of an inch every year.",3,3,3,Nosepass,213.8,41.0,5893,111,compass,https://scrapeme.live/shop/Nosepass/
pokemon,"Azurill’s tail is large and bouncy. It is packed full of the nutrients this Pokémon needs to grow. Azurill can be seen bouncing and playing on its big, rubbery tail.",,,,Azurill,4.4,70.0,7001,37,azurill,https://scrapeme.live/shop/Azurill/
arm thrust,"Hariyama’s thick body may appear fat, but it is actually a hunk of solid muscle. If this Pokémon bears down and tightens all its muscles, its body becomes as hard as a rock.",7,7,7,Hariyama,559.5,176.0,2656,275,arm thrust,https://scrapeme.live/shop/Hariyama/
guts,"Makuhita has a tireless spirit—it will never give up hope. It eats a lot of food, gets plenty of sleep, and it trains very rigorously. By living that way, this Pokémon packs its body with energy.",3,3,3,Makuhita,190.5,30.0,2035,109,guts,https://scrapeme.live/shop/Makuhita/
loud noise,Exploud communicates its feelings to the others by emitting whistle-like sounds from the tubes on its body. This Pokémon only raises its voice when it is in battle.,4,4,4,Exploud,185.2,161.0,2334,89,exploud,https://scrapeme.live/shop/Exploud/
discharge,Manectric discharges strong electricity from its mane. The mane is used for collecting electricity in the atmosphere. This Pokémon creates thunderclouds above its head.,4,4,4,Manectric,88.6,76.0,5500,237,discharge,https://scrapeme.live/shop/Manectric/
lightning,"Electrike runs faster than the human eye can follow. The friction from running is converted into electricity, which is then stored in this Pokémon’s fur.",2,2,2,Electrike,33.5,145.0,8674,124,electrike,https://scrapeme.live/shop/Electrike/
meditate,"Through the power of meditation, Medicham developed its sixth sense. It gained the ability to use psychokinetic powers. This Pokémon is known to meditate for a whole month without eating.",4,4,4,Medicham,69.4,77.0,2121,150,medicham,https://scrapeme.live/shop/Medicham/
meditate,Meditite heightens its inner energy through meditation. It survives on just one berry a day. Minimal eating is another aspect of this Pokémon’s training.,2,2,2,Meditite,24.7,97.0,8998,11,meditate,https://scrapeme.live/shop/Meditite/
iron armor,"Aggron is protective of its environment. If its mountain is ravaged by a landslide or a fire, this Pokémon will haul topsoil to the area, plant trees, and beautifully restore its own territory.",6,6,6,Aggron,793.7,140.0,1323,61,aggron,https://scrapeme.live/shop/Aggron/
iron armor,"Lairon feeds on iron contained in rocks and water. It makes its nest on mountains where iron ore is buried. As a result, the Pokémon often clashes with humans mining the iron ore.",2,2,2,Lairon,264.6,70.0,7087,236,iron armor,https://scrapeme.live/shop/Lairon/
iron armor,"Aron has a body of steel. With one all-out charge, this Pokémon can demolish even a heavy dump truck. The destroyed dump truck then becomes a handy meal for the Pokémon.",1,1,1,Aron,132.3,149.0,1520,104,aron,https://scrapeme.live/shop/Aron/
deceiver,"Don’t be taken in by this Pokémon’s cute face—it’s very dangerous. Mawile fools the foe into letting down its guard, then chomps down with its massive jaws. The steel jaws are really horns that have been transformed.",2,2,2,Mawile,25.4,119.0,2329,133,deceiver,https://scrapeme.live/shop/Mawile/
darkness,Sableye digs the ground with sharpened claws to find rocks that it eats. Substances in the eaten rocks crystallize and rise up to the Pokémon’s body surface.,1,1,1,Sableye,24.3,81.0,2323,12,darkness,https://scrapeme.live/shop/Sableye/
manipulate,"Grumpig uses the black pearls on its body to wield its fantastic powers. When it is doing so, it dances bizarrely. This Pokémon’s black pearls are valuable as works of art.",2,2,2,Grumpig,157.6,182.0,6263,60,grumpig,https://scrapeme.live/shop/Grumpig/
bounce,Spoink keeps a pearl on top of its head. The pearl functions to amplify this Pokémon’s psychokinetic powers. It is therefore on a constant search for a bigger pearl.,2,2,2,Spoink,67.5,163.0,7700,208,bounce,https://scrapeme.live/shop/Spoink/
coal,"Torkoal generates energy by burning coal. It grows weaker as the fire dies down. When it is preparing for battle, this Pokémon burns more coal.",1,1,1,Torkoal,177.2,98.0,4605,282,coal,https://scrapeme.live/shop/Torkoal/
eruption,The humps on Camerupt’s back are formed by a transformation of its bones. They sometimes blast out molten magma. This Pokémon apparently erupts often when it is enraged.,6,6,6,Camerupt,485.0,124.0,7274,27,camerupt,https://scrapeme.live/shop/Camerupt/
numb,"Numel stores magma of almost 2,200 degrees Fahrenheit within its body. If it gets wet, the magma cools and hardens. In that event, the Pokémon’s body grows heavy and its movements become sluggish.",2,2,2,Numel,52.9,170.0,1767,179,numb,https://scrapeme.live/shop/Numel/
float whale,"When chasing prey, Wailord herds them by leaping out of the water and making a humongous splash. It is breathtaking to see this Pokémon leaping out of the sea with others in its pod.",,,,Wailord,877.4,150.0,7833,47,float whale,https://scrapeme.live/shop/Wailord/
ball whale,"Wailmer can store water inside its body to transform itself into a ball for bouncing around on the ground. By filling itself up with more water, this Pokémon can elevate the height of its bounces.",6,6,6,Wailmer,286.6,90.0,7524,115,ball whale,https://scrapeme.live/shop/Wailmer/
brutal,Sharpedo can swim at speeds of up to 75 mph by jetting seawater out of its backside. This Pokémon’s drawback is its inability to swim long distances.,5,5,5,Sharpedo,195.8,129.0,8327,160,brutal,https://scrapeme.live/shop/Sharpedo/
pokemon,"If anything invades Carvanha’s territory, it will swarm and tear at the intruder with its pointed fangs. On its own, however, this Pokémon turns suddenly timid.",2,2,2,Carvanha,45.9,25.0,8826,80,carvanha,https://scrapeme.live/shop/Carvanha/
poison bag,"Swalot has no teeth, so what it eats, it swallows whole, no matter what. Its cavernous mouth yawns widely. An automobile tire could easily fit inside this Pokémon’s mouth.",5,5,5,Swalot,176.4,130.0,2075,133,liquid ooze,https://scrapeme.live/shop/Swalot/
pokemon,Most of Gulpin’s body is made up of its stomach—its heart and brain are very small in comparison. This Pokémon’s stomach contains special enzymes that dissolve anything.,1,1,1,Gulpin,22.7,136.0,5122,35,gulpin,https://scrapeme.live/shop/Gulpin/
pokemon,"On extremely rare occasions, a Roselia is said to appear with its flowers in unusual colors. The thorns on this Pokémon’s head contain a vicious poison.",1,1,1,Roselia,4.4,90.0,2703,114,poison point,https://scrapeme.live/shop/Roselia/
firefly,Illumise leads a flight of illuminated Volbeat to draw signs in the night sky. This Pokémon is said to earn greater respect from its peers by composing more complex designs in the sky.,2,2,2,Illumise,39.0,167.0,7540,77,firefly,https://scrapeme.live/shop/Illumise/
firefly,"Volbeat’s tail glows like a lightbulb. With other Volbeat, it uses its tail to draw geometric shapes in the night sky. This Pokémon loves the sweet aroma given off by Illumise.",2,2,2,Volbeat,39.0,123.0,1715,79,firefly,https://scrapeme.live/shop/Volbeat/
cheering,"Minun loves to cheer on its partner in battle. It gives off sparks from its body while it is doing so. If its partner is in trouble, this Pokémon gives off increasing amounts of sparks.",1,1,1,Minun,9.3,193.0,2294,215,cheering,https://scrapeme.live/shop/Minun/
cheering,"When Plusle is cheering on its partner, it flashes with electric sparks from all over its body. If its partner loses, this Pokémon cries loudly.",1,1,1,Plusle,9.3,56.0,5972,243,cheering,https://scrapeme.live/shop/Plusle/
cotton bird,"Swablu loves to make things clean. If it spots something dirty, it will wipe and polish it with its cottony wings. If its wings become dirty, this Pokémon finds a stream and showers itself.",1,1,1,Swablu,2.6,121.0,3915,169,cotton bird,https://scrapeme.live/shop/Swablu/
humming,Altaria sings in a gorgeous soprano. Its wings are like cotton clouds. This Pokémon catches updrafts with its buoyant wings and soars way up into the wild blue yonder.,3,3,3,Altaria,45.4,104.0,9924,136,altaria,https://scrapeme.live/shop/Altaria/
pokemon,"If a traveler is going through a desert in the thick of night, Cacturne will follow in a ragtag group. The Pokémon are biding their time, waiting for the traveler to tire and become incapable of moving.",4,4,4,Cacturne,170.6,31.0,8491,204,cacturne,https://scrapeme.live/shop/Cacturne/
cactus,"The more arid and harsh the environment, the more pretty and fragrant a flower Cacnea grows. This Pokémon battles by wildly swinging its thorny arms.",1,1,1,Cacnea,113.1,105.0,5000,31,cacnea,https://scrapeme.live/shop/Cacnea/
mystic,"Flygon whips up a sandstorm by flapping its wings. The wings create a series of notes that sound like singing. Because the “singing” is the only thing that can be heard in a sandstorm, this Pokémon is said to be the desert spirit.",6,6,6,Flygon,180.8,174.0,4103,42,flygon,https://scrapeme.live/shop/Flygon/
pokemon,"Vibrava’s wings have not yet completed the process of growing. Rather than flying long distances, they are more useful for generating ultrasonic waves by vibrating.",3,3,3,Vibrava,33.7,200.0,9249,218,levitate,https://scrapeme.live/shop/Vibrava/
ant pit,Trapinch is a patient hunter. It digs an inescapable pit in a desert and waits for its prey to come tumbling down. This Pokémon can go a whole week without access to any water.,2,2,2,Trapinch,33.1,116.0,4740,269,ant pit,https://scrapeme.live/shop/Trapinch/
pokemon,No two Spinda are said to have identical spot patterns on their hides. This Pokémon moves in a curious manner as if it is stumbling in dizziness. Its lurching movements can cause the opponent to become confused.,3,3,3,Spinda,11.0,149.0,7350,156,spinda,https://scrapeme.live/shop/Spinda/
clay doll,"As soon as it spots others of its kind, Baltoy congregates with them and then begins crying noisily in unison. This Pokémon sleeps while cleverly balancing itself on its one foot.",1,1,1,Baltoy,47.4,167.0,8305,159,baltoy,https://scrapeme.live/shop/Baltoy/
clay doll,"Claydol is an enigma that appeared from a clay statue made by an ancient civilization dating back 20,000 years. This Pokémon shoots beams from both its hands.",4,4,4,Claydol,238.1,197.0,3698,128,clay doll,https://scrapeme.live/shop/Claydol/
pokemon,"Crawdaunt molts (sheds) its shell regularly. Immediately after molting, its shell is soft and tender. Until the shell hardens, this Pokémon hides in its streambed burrow to avoid attack from its foes.",3,3,3,Crawdaunt,72.3,173.0,3652,21,crawdaunt,https://scrapeme.live/shop/Crawdaunt/
pokemon,"If Whiscash goes on a wild rampage, it sets off a quake-like tremor with a radius of over three miles. This Pokémon has the ability to predict real earthquakes.",2,2,2,Whiscash,52.0,179.0,6220,266,oblivious,https://scrapeme.live/shop/Whiscash/
meteorite,Sunlight is the source of Solrock’s power. It is said to possess the ability to read the emotions of others. This Pokémon gives off intense heat while rotating its body.,3,3,3,Solrock,339.5,57.0,5510,91,levitate,https://scrapeme.live/shop/Solrock/
meteorite,"Lunatone becomes active around the time of the full moon. Instead of walking, it moves by floating in midair. The Pokémon’s intimidating red eyes cause all those who see it to become transfixed with fear.",3,3,3,Lunatone,370.4,177.0,5917,91,levitate,https://scrapeme.live/shop/Lunatone/
fang snake,Seviper’s swordlike tail serves two purposes—it slashes foes and douses them with secreted poison. This Pokémon will not give up its long-running blood feud with Zangoose.,8,8,8,Seviper,115.7,107.0,9903,300,fang snake,https://scrapeme.live/shop/Seviper/
pokemon,"Lileep is an ancient Pokémon that was regenerated from a fossil. It remains permanently anchored to a rock. From its immobile perch, this Pokémon intently scans for prey with its two eyes.",3,3,3,Lileep,52.5,87.0,2965,268,lileep,https://scrapeme.live/shop/Lileep/
pokemon,Corphish catches prey with its sharp claws. It has no likes or dislikes when it comes to food—it will eat anything. This Pokémon has no trouble living in filthy water.,2,2,2,Corphish,25.4,178.0,8905,62,corphish,https://scrapeme.live/shop/Corphish/
color swap,"Kecleon alters its body coloration to blend in with its surroundings, allowing it to sneak up on its prey unnoticed. Then it lashes out with its long, stretchy tongue to instantly ensnare the unsuspecting target.",3,3,3,Kecleon,48.5,100.0,2351,53,color change,https://scrapeme.live/shop/Kecleon/
pokemon,"Castform borrows the power of nature to transform itself into the guises of the sun, rain, and snow-clouds. This Pokémon’s feelings change with the weather.",1,1,1,Castform,1.8,119.0,9535,131,castform,https://scrapeme.live/shop/Castform/
pokemon,"Milotic live at the bottom of large lakes. When this Pokémon’s body glows a vivid pink, it releases a pulsing wave of energy that brings soothing calm to troubled hearts.",,,,Milotic,357.1,152.0,4867,79,marvel scale,https://scrapeme.live/shop/Milotic/
fish,"While Feebas’s body is in tatters, it has a hardy and tenacious life force that enables it to live anywhere. However, this Pokémon is also slow and dimwitted, making it an easy catch.",2,2,2,Feebas,16.3,194.0,6505,146,feebas,https://scrapeme.live/shop/Feebas/
plate,"Armaldo is a Pokémon species that became extinct in prehistoric times. This Pokémon is said to have walked on its hind legs, which would have been more convenient for life on land.",4,4,4,Armaldo,150.4,42.0,3328,78,armaldo,https://scrapeme.live/shop/Armaldo/
old shrimp,"Anorith is said to be a type of Pokémon predecessor, with eight wings at the sides of its body. This Pokémon swam in the primordial sea by undulating these eight wings.",2,2,2,Anorith,27.6,64.0,2511,222,anorith,https://scrapeme.live/shop/Anorith/
barnacle,"Cradily’s body serves as an anchor, preventing it from being washed away in rough seas. This Pokémon secretes a strong digestive fluid from its tentacles.",4,4,4,Cradily,133.2,154.0,5809,183,barnacle,https://scrapeme.live/shop/Cradily/
bright,"Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed, this Pokémon gains endurance and is trained to dole out powerful counterattacks.",2,2,2,Wynaut,30.9,168.0,9836,155,bright,https://scrapeme.live/shop/Wynaut/
disaster,"Absol has the ability to foretell the coming of natural disasters. It lives in a harsh, rugged mountain environment. This Pokémon very rarely ventures down from the mountains.",3,3,3,Absol,103.6,134.0,3431,59,absol,https://scrapeme.live/shop/Absol/
pokemon,"In high winds, Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokémon plucks berries with its long tail and eats them.",2,2,2,Chimecho,2.2,51.0,6688,43,chimecho,https://scrapeme.live/shop/Chimecho/
fruit,Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokémon flies by flapping the leaves on its back as if they were wings.,6,6,6,Tropius,220.5,196.0,7266,66,chlorophyll,https://scrapeme.live/shop/Tropius/
beckon,"Dusclops absorbs anything, however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops’s bidding.",5,5,5,Dusclops,67.5,39.0,4994,82,beckon,https://scrapeme.live/shop/Dusclops/
pokemon,Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokémon will spirit away bad children who earn scoldings from their mothers.,2,2,2,Duskull,33.1,139.0,6627,75,duskull,https://scrapeme.live/shop/Duskull/
marionette,"A cursed energy permeated the stuffing of a discarded and forgotten plush doll, giving it new life as Banette. The Pokémon’s energy would escape if it were to ever open its mouth.",3,3,3,Banette,27.6,104.0,6213,233,banette,https://scrapeme.live/shop/Banette/
pokemon,"Shuppet grows by feeding on dark emotions, such as vengefulness and envy, in the hearts of people. It roams through cities in search of grudges that taint people.",2,2,2,Shuppet,5.1,174.0,7348,138,insomnia,https://scrapeme.live/shop/Shuppet/
iron claw,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed.",3,3,3,Metang,446.4,78.0,6906,227,clear body,https://scrapeme.live/shop/Metang/
iron ball,"Beldum keeps itself floating by generating a magnetic force that repels earth’s natural magnetism. When it sleeps, this Pokémon anchors itself to a cliff using the hooks on its rear.",2,2,2,Beldum,209.9,122.0,3484,93,beldum,https://scrapeme.live/shop/Beldum/
